n_digit,sample_prop,trial,estimate
3,0.5,64,6239
3,0.5,65,8554
3,0.5,66,6239
3,0.5,67,6239
3,0.5,68,6239
3,0.5,69,8554
3,0.5,70,6239
3,0.5,71,6239
3,0.5,72,6239
3,0.5,73,4888
3,0.5,74,8554
3,0.5,75,8554
3,0.5,76,8554
3,0.5,77,8554
3,0.5,78,8554
3,0.5,79,6239
3,0.5,80,4752
3,0.5,81,8554
3,0.5,82,8554
3,0.5,83,8554
3,0.5,84,8554
3,0.5,85,4442
3,0.5,86,8554
3,0.5,87,6239
3,0.5,88,8554
3,0.5,89,6239
3,0.5,90,6239
3,0.5,91,5230
3,0.5,92,8554
3,0.5,93,8554
3,0.5,94,8554
3,0.5,95,8554
3,0.5,96,6239
3,0.5,97,5230
3,0.5,98,8554
3,0.5,99,8554
3,0.5,100,4888
3,0.3333333333333333,1,4339
3,0.3333333333333333,2,8554
3,0.3333333333333333,3,6239
3,0.3333333333333333,4,6239
3,0.3333333333333333,5,3851
3,0.3333333333333333,6,4752
3,0.3333333333333333,7,4888
3,0.3333333333333333,8,4442
3,0.3333333333333333,9,6239
3,0.3333333333333333,10,8554
3,0.3333333333333333,11,5230
3,0.3333333333333333,12,4888
3,0.3333333333333333,13,5230
3,0.3333333333333333,14,8554
3,0.3333333333333333,15,8554
3,0.3333333333333333,16,8554
3,0.3333333333333333,17,5230
3,0.3333333333333333,18,8554
3,0.3333333333333333,19,4888
3,0.3333333333333333,20,6239
3,0.3333333333333333,21,6239
3,0.3333333333333333,22,5230
3,0.3333333333333333,23,4888
3,0.3333333333333333,24,4333
3,0.3333333333333333,25,6239
3,0.3333333333333333,26,4461
3,0.3333333333333333,27,5230
3,0.3333333333333333,28,4442
3,0.3333333333333333,29,5230
3,0.3333333333333333,30,4752
3,0.3333333333333333,31,5230
3,0.3333333333333333,32,8554
3,0.3333333333333333,33,6239
3,0.3333333333333333,34,5230
3,0.3333333333333333,35,6239
3,0.3333333333333333,36,5230
3,0.3333333333333333,37,8554
3,0.3333333333333333,38,6239
3,0.3333333333333333,39,6239
3,0.3333333333333333,40,8554
3,0.3333333333333333,41,4333
3,0.3333333333333333,42,5230
3,0.3333333333333333,43,4461
3,0.3333333333333333,44,8554
3,0.3333333333333333,45,4888
3,0.3333333333333333,46,8554
3,0.3333333333333333,47,6239
3,0.3333333333333333,48,6239
3,0.3333333333333333,49,8554
3,0.3333333333333333,50,5230
3,0.3333333333333333,51,8554
3,0.3333333333333333,52,5230
3,0.3333333333333333,53,6239
3,0.3333333333333333,54,6239
3,0.3333333333333333,55,8554
3,0.3333333333333333,56,5230
3,0.3333333333333333,57,8554
3,0.3333333333333333,58,8554
3,0.3333333333333333,59,4752
3,0.3333333333333333,60,8554
3,0.3333333333333333,61,6239
3,0.3333333333333333,62,4442
3,0.3333333333333333,63,4752
3,0.3333333333333333,64,4752
3,0.3333333333333333,65,6239
3,0.3333333333333333,66,6239
3,0.3333333333333333,67,5230
3,0.3333333333333333,68,6239
3,0.3333333333333333,69,5230
3,0.3333333333333333,70,4888
3,0.3333333333333333,71,8554
3,0.3333333333333333,72,6239
3,0.3333333333333333,73,6239
3,0.3333333333333333,74,4442
3,0.3333333333333333,75,8554
3,0.3333333333333333,76,8554
3,0.3333333333333333,77,8554
3,0.3333333333333333,78,6239
3,0.3333333333333333,79,4888
3,0.3333333333333333,80,6239
3,0.3333333333333333,81,5230
3,0.3333333333333333,82,4442
3,0.3333333333333333,83,5230
3,0.3333333333333333,84,6239
3,0.3333333333333333,85,8554
3,0.3333333333333333,86,4067
3,0.3333333333333333,87,4888
3,0.3333333333333333,88,8554
3,0.3333333333333333,89,8554
3,0.3333333333333333,90,5230
3,0.3333333333333333,91,6239
3,0.3333333333333333,92,8554
3,0.3333333333333333,93,8554
3,0.3333333333333333,94,8554
3,0.3333333333333333,95,8554
3,0.3333333333333333,96,6239
3,0.3333333333333333,97,6239
3,0.3333333333333333,98,4888
3,0.3333333333333333,99,3831
3,0.3333333333333333,100,6239
3,0.25,1,6239
3,0.25,2,5230
3,0.25,3,8554
3,0.25,4,6239
3,0.25,5,6239
3,0.25,6,4461
3,0.25,7,4442
3,0.25,8,6239
3,0.25,9,6239
3,0.25,10,4888
3,0.25,11,4442
3,0.25,12,6239
3,0.25,13,8554
